protein	goTerm	proProNeighbor	goNeighbor	goAnnotatedProProNeighbors	score	label
FBgn0003089	GO:0009950	28	25	5	0.09433962264150944	FP
FBgn0032002	GO:0009950	25	25	0	0.0	FN
FBgn0004057	GO:0009051	12	4	0	0.0	FP
FBgn0023083	GO:0009051	31	4	0	0.0	FN
FBgn0020496	GO:0090090	185	46	7	0.030303030303030304	FP
FBgn0037470	GO:0090090	113	46	2	0.012578616352201259	TN
FBgn0001079	GO:0007224	71	10	4	0.04938271604938271	FP
FBgn0052641	GO:0007224	1	10	0	0.0	FN
FBgn0029778	GO:0048749	31	115	2	0.0136986301369863	FP
FBgn0019990	GO:0048749	71	115	3	0.016129032258064516	TN
FBgn0039214	GO:0030307	19	30	1	0.02040816326530612	FP
FBgn0052069	GO:0030307	9	30	0	0.0	FN
FBgn0003330	GO:0061630	474	148	6	0.00964630225080386	FP
FBgn0030603	GO:0061630	23	148	1	0.005847953216374269	FN
FBgn0020388	GO:0006355	157	502	38	0.057663125948406675	FP
FBgn0039792	GO:0006355	3	502	0	0.0	FN
FBgn0039480	GO:0040003	0	166	0	0.0	FP
FBgn0031401	GO:0040003	70	166	1	0.00423728813559322	FN
FBgn0262081	GO:0045926	29	17	0	0.0	FP
FBgn0265778	GO:0045926	36	17	1	0.018867924528301886	TN
FBgn0010341	GO:0003924	108	148	2	0.0078125	FP
FBgn0267849	GO:0003924	76	148	0	0.0	FN
FBgn0037218	GO:0006468	26	238	3	0.011363636363636364	FP
FBgn0041721	GO:0006468	1	238	0	0.0	FN
FBgn0259729	GO:0005829	35	1082	8	0.007162041181736795	FP
FBgn0039860	GO:0005829	18	1082	1	0.0009090909090909091	FN
FBgn0039585	GO:0016573	18	10	0	0.0	FP
FBgn0003742	GO:0016573	51	10	0	0.0	FN
FBgn0013726	GO:0005739	94	623	2	0.002789400278940028	FP
FBgn0002753	GO:0005739	0	623	0	0.0	FN
FBgn0034389	GO:0046928	8	17	0	0.0	FP
FBgn0000578	GO:0046928	73	17	0	0.0	FN
FBgn0013733	GO:0007424	127	94	0	0.0	FP
FBgn0053870	GO:0007424	0	94	0	0.0	FN
FBgn0004882	GO:0007281	46	52	3	0.030612244897959183	FP
FBgn0261387	GO:0007281	36	52	0	0.0	FN
FBgn0013334	GO:0045202	26	101	0	0.0	FP
FBgn0015803	GO:0045202	66	101	1	0.005988023952095809	FN
FBgn0011648	GO:0030509	202	11	6	0.028169014084507043	FP
FBgn0028734	GO:0030509	249	11	1	0.0038461538461538464	FN
FBgn0036996	GO:0004771	24	2	0	0.0	FP
FBgn0010341	GO:0004771	108	2	0	0.0	FN
FBgn0036829	GO:0008066	4	20	0	0.0	FP
FBgn0015519	GO:0008066	6	20	0	0.0	FN
FBgn0051866	GO:0006357	20	615	3	0.004724409448818898	FP
FBgn0004367	GO:0006357	102	615	6	0.008368200836820083	FN
FBgn0025583	GO:0005576	2	499	0	0.0	FP
FBgn0002031	GO:0005576	142	499	1	0.0015600624024961	FN
FBgn0287720	GO:0005634	0	2250	0	0.0	FP
FBgn0000490	GO:0005634	46	2250	10	0.004355400696864111	FN
FBgn0266438	GO:0006506	3	29	0	0.0	FP
FBgn0053286	GO:0006506	3	29	0	0.0	FN
FBgn0031229	GO:0071011	71	142	19	0.0892018779342723	FP
FBgn0024248	GO:0071011	100	142	1	0.004132231404958678	FN
FBgn0003742	GO:0003676	51	369	18	0.04285714285714286	FP
FBgn0039306	GO:0003676	106	369	9	0.018947368421052633	TN
FBgn0028550	GO:0005634	3	2250	1	0.0004438526409232135	FP
FBgn0002709	GO:0005634	10	2250	1	0.0004424778761061947	FN
FBgn0038032	GO:0035336	1	18	0	0.0	FP
FBgn0029672	GO:0035336	76	18	0	0.0	FN
FBgn0015622	GO:0006457	176	92	10	0.03731343283582089	FP
FBgn0038474	GO:0006457	10	92	1	0.00980392156862745	FN
FBgn0039019	GO:0032991	18	77	3	0.031578947368421054	FP
FBgn0050096	GO:0032991	0	77	0	0.0	FN
FBgn0029672	GO:0042254	76	28	2	0.019230769230769232	FP
FBgn0266107	GO:0042254	0	28	0	0.0	FN
FBgn0032013	GO:0016012	10	3	2	0.15384615384615385	TP
FBgn0032006	GO:0016012	93	3	0	0.0	FN
FBgn0262617	GO:0004672	123	231	8	0.022598870056497175	FP
FBgn0032857	GO:0004672	16	231	0	0.0	FN
FBgn0029694	GO:0003674	0	3150	0	0.0	FP
FBgn0024234	GO:0003674	17	3150	0	0.0	FN
FBgn0013997	GO:0072553	66	14	0	0.0	FP
FBgn0005664	GO:0072553	4	14	0	0.0	FN
FBgn0020381	GO:0006963	139	26	7	0.04242424242424243	FP
FBgn0005672	GO:0006963	355	26	2	0.005249343832020997	FN
FBgn0025800	GO:0042593	412	42	6	0.013215859030837005	FP
FBgn0260484	GO:0042593	53	42	0	0.0	FN
FBgn0267348	GO:0034446	35	9	2	0.045454545454545456	FP
FBgn0024947	GO:0034446	45	9	0	0.0	FN
FBgn0086707	GO:0000398	37	229	18	0.06766917293233082	FP
FBgn0264493	GO:0000398	67	229	4	0.013513513513513514	TN
FBgn0023508	GO:0005768	57	80	5	0.0364963503649635	FP
FBgn0262370	GO:0005768	0	80	0	0.0	FN
FBgn0004507	GO:0008340	103	174	2	0.007220216606498195	FP
FBgn0038320	GO:0008340	54	174	1	0.0043859649122807015	FN
FBgn0032849	GO:0005763	9	30	1	0.02564102564102564	FP
FBgn0025800	GO:0005763	412	30	2	0.004524886877828055	FN
FBgn0000635	GO:0031594	693	96	15	0.019011406844106463	FP
FBgn0259817	GO:0031594	0	96	0	0.0	FN
FBgn0003978	GO:0005737	62	1863	18	0.00935064935064935	FP
FBgn0033378	GO:0005737	33	1863	11	0.0058016877637130804	FN
FBgn0011225	GO:0003779	54	76	3	0.023076923076923078	FP
FBgn0263930	GO:0003779	218	76	3	0.01020408163265306	TN
FBgn0052719	GO:0008150	1	1771	0	0.0	FP
FBgn0024277	GO:0008150	42	1771	0	0.0	FN
FBgn0003255	GO:0001837	121	4	0	0.0	FP
FBgn0261797	GO:0001837	128	4	0	0.0	FN
FBgn0262656	GO:0042023	479	18	4	0.008048289738430584	FP
FBgn0283724	GO:0042023	16	18	0	0.0	FN
FBgn0020616	GO:0007064	45	12	4	0.07017543859649122	FP
FBgn0262685	GO:0007064	2	12	0	0.0	FN
FBgn0026565	GO:0005737	28	1863	12	0.006345848757271285	FP
FBgn0037301	GO:0005737	138	1863	44	0.021989005497251374	TN
FBgn0000022	GO:0006355	26	502	8	0.015151515151515152	FP
FBgn0005655	GO:0006355	322	502	16	0.019417475728155338	TN
FBgn0011599	GO:0003674	0	3150	0	0.0	FP
FBgn0052330	GO:0003674	0	3150	0	0.0	FN
FBgn0052670	GO:0072659	0	41	0	0.0	FP
FBgn0034878	GO:0072659	8	41	0	0.0	FN
FBgn0036279	GO:1902476	17	26	0	0.0	FP
FBgn0086657	GO:1902476	360	26	0	0.0	FN
FBgn0013693	GO:0033402	0	9	0	0.0	FP
FBgn0028663	GO:0033402	6	9	0	0.0	FN
FBgn0259113	GO:0003682	68	174	5	0.02066115702479339	FP
FBgn0039857	GO:0003682	167	174	5	0.01466275659824047	TN
FBgn0038980	GO:0004989	0	6	0	0.0	FP
FBgn0260945	GO:0004989	161	6	0	0.0	FN
FBgn0264959	GO:0007391	72	104	12	0.06818181818181818	FP
FBgn0267327	GO:0007391	0	104	0	0.0	FN
FBgn0031504	GO:0005739	3	623	0	0.0	FP
FBgn0031266	GO:0005739	113	623	0	0.0	FN
FBgn0034259	GO:0005739	371	623	30	0.030181086519114688	FP
FBgn0034072	GO:0005739	6	623	0	0.0	FN
FBgn0011928	GO:0033436	0	13	0	0.0	FP
FBgn0026181	GO:0033436	46	13	0	0.0	FN
FBgn0003687	GO:0000126	208	4	2	0.009433962264150943	FP
FBgn0031659	GO:0000126	9	4	0	0.0	FN
FBgn0000719	GO:0040034	53	13	0	0.0	FP
FBgn0000257	GO:0040034	28	13	0	0.0	FN
FBgn0263602	GO:0008798	25	5	0	0.0	FP
FBgn0030092	GO:0008798	79	5	0	0.0	FN
FBgn0037116	GO:0005085	14	84	0	0.0	FP
FBgn0034062	GO:0005085	4	84	0	0.0	FN
FBgn0037263	GO:0033557	50	2	1	0.019230769230769232	FP
FBgn0250832	GO:0033557	0	2	0	0.0	FN
FBgn0285955	GO:0007274	27	57	0	0.0	FP
FBgn0087008	GO:0007274	29	57	1	0.011627906976744186	TN
FBgn0010015	GO:0006470	112	87	3	0.01507537688442211	FP
FBgn0037369	GO:0006470	14	87	0	0.0	FN
FBgn0263772	GO:0000122	9	222	0	0.0	FP
FBgn0000629	GO:0000122	182	222	20	0.04950495049504951	TN
FBgn0000317	GO:0007469	19	11	0	0.0	FP
FBgn0052719	GO:0007469	1	11	0	0.0	FN
FBgn0039044	GO:0042771	207	3	0	0.0	FP
FBgn0086707	GO:0042771	37	3	0	0.0	FN
FBgn0014011	GO:0043652	136	11	2	0.013605442176870748	FP
FBgn0285911	GO:0043652	7	11	0	0.0	FN
FBgn0001073	GO:0005575	0	2646	0	0.0	FP
FBgn0086908	GO:0005575	99	2646	4	0.0014571948998178506	FN
FBgn0000568	GO:0003677	8	610	0	0.0	FP
FBgn0034451	GO:0003677	16	610	0	0.0	FN
FBgn0005616	GO:0003677	27	610	2	0.0031397174254317113	FP
FBgn0038918	GO:0003677	1	610	0	0.0	FN
FBgn0003345	GO:0005515	43	958	16	0.015984015984015984	FP
FBgn0011715	GO:0005515	214	958	58	0.04948805460750853	TN
FBgn0000239	GO:0045880	41	44	2	0.023529411764705882	FP
FBgn0004859	GO:0045880	186	44	11	0.04782608695652174	TN
FBgn0000490	GO:0005515	46	958	20	0.0199203187250996	FP
FBgn0036141	GO:0005515	46	958	7	0.0069721115537848604	FN
FBgn0053771	GO:0005575	0	2646	0	0.0	FP
FBgn0039543	GO:0005575	31	2646	1	0.00037355248412401944	FN
FBgn0036875	GO:0005634	0	2250	0	0.0	FP
FBgn0086712	GO:0005634	6	2250	0	0.0	FN
FBgn0032020	GO:0005085	38	84	1	0.00819672131147541	FP
FBgn0010246	GO:0005085	124	84	0	0.0	FN
FBgn0285896	GO:0008543	7	25	1	0.03125	FP
FBgn0034964	GO:0008543	46	25	0	0.0	FN
FBgn0053882	GO:0003677	0	610	0	0.0	FP
FBgn0038887	GO:0003677	79	610	3	0.0043541364296081275	FN
FBgn0015519	GO:0022848	6	11	1	0.058823529411764705	FP
FBgn0053846	GO:0022848	0	11	0	0.0	FN
FBgn0267849	GO:0005515	76	958	12	0.01160541586073501	FP
FBgn0010316	GO:0005515	51	958	15	0.014866204162537165	TN
FBgn0040475	GO:0015031	51	44	0	0.0	FP
FBgn0028422	GO:0015031	2	44	0	0.0	FN
FBgn0043591	GO:0003674	0	3150	0	0.0	FP
FBgn0000414	GO:0003674	14	3150	0	0.0	FN
FBgn0024365	GO:0006884	2	7	0	0.0	FP
FBgn0032822	GO:0006884	17	7	0	0.0	FN
FBgn0044000	GO:0003674	0	3150	0	0.0	FP
FBgn0039214	GO:0003674	19	3150	0	0.0	FN
FBgn0000253	GO:0031475	347	3	1	0.002857142857142857	FP
FBgn0261239	GO:0031475	35	3	0	0.0	FN
FBgn0265959	GO:0005509	7	205	2	0.009433962264150943	FP
FBgn0003607	GO:0005509	125	205	2	0.006060606060606061	FN
FBgn0030092	GO:0045823	79	3	0	0.0	FP
FBgn0001311	GO:0045823	24	3	0	0.0	FN
FBgn0003386	GO:0055085	6	388	1	0.0025380710659898475	FP
FBgn0045052	GO:0055085	0	388	0	0.0	FN
FBgn0033301	GO:0030246	0	81	0	0.0	FP
FBgn0014863	GO:0030246	29	81	1	0.00909090909090909	FN
FBgn0040268	GO:0003916	24	3	0	0.0	FP
FBgn0051441	GO:0003916	1	3	0	0.0	FN
FBgn0004414	GO:0005615	0	685	0	0.0	FP
FBgn0033948	GO:0005615	6	685	0	0.0	FN
FBgn0050056	GO:0003674	0	3150	0	0.0	FP
FBgn0024196	GO:0003674	89	3150	8	0.002469898116702686	FN
FBgn0262739	GO:0070578	133	9	2	0.014084507042253521	FP
FBgn0036925	GO:0070578	3	9	0	0.0	FN
FBgn0266670	GO:0031594	75	96	2	0.011695906432748537	FP
FBgn0036476	GO:0031594	49	96	1	0.006896551724137931	FN
FBgn0016684	GO:0015114	58	6	4	0.0625	FP
FBgn0010105	GO:0015114	4	6	0	0.0	FN
FBgn0263832	GO:0002151	172	2	0	0.0	FP
FBgn0036397	GO:0002151	12	2	0	0.0	FN
FBgn0003897	GO:0008355	0	40	0	0.0	FP
FBgn0000463	GO:0008355	50	40	1	0.011111111111111112	TN
FBgn0005596	GO:0042585	21	6	1	0.037037037037037035	FP
FBgn0010416	GO:0042585	54	6	0	0.0	FN
FBgn0040005	GO:0005783	11	315	0	0.0	FP
FBgn0030959	GO:0005783	2	315	0	0.0	FN
FBgn0034318	GO:0030246	28	81	0	0.0	FP
FBgn0267698	GO:0030246	188	81	1	0.0037174721189591076	FN
FBgn0046687	GO:0008354	15	36	0	0.0	FP
FBgn0001259	GO:0008354	7	36	0	0.0	FN
FBgn0032822	GO:0003676	17	369	3	0.007772020725388601	FP
FBgn0029853	GO:0003676	11	369	2	0.005263157894736842	FN
FBgn0052451	GO:0019722	41	14	0	0.0	FP
FBgn0024189	GO:0019722	98	14	2	0.017857142857142856	TN
FBgn0067102	GO:0008120	1	1	0	0.0	FP
FBgn0026404	GO:0008120	24	1	0	0.0	FN
FBgn0015296	GO:0007173	115	25	6	0.04285714285714286	FP
FBgn0010263	GO:0007173	1002	25	6	0.005842259006815969	FN
FBgn0011225	GO:0007560	54	10	0	0.0	FP
FBgn0011224	GO:0007560	123	10	0	0.0	FN
FBgn0031231	GO:0003735	21	290	0	0.0	FP
FBgn0086690	GO:0003735	68	290	0	0.0	FN
FBgn0266573	GO:0006412	0	558	0	0.0	FP
FBgn0004414	GO:0006412	0	558	0	0.0	FN
FBgn0028982	GO:0003677	62	610	8	0.011904761904761904	FP
FBgn0004066	GO:0003677	260	610	6	0.006896551724137931	FN
FBgn0035240	GO:0016624	32	6	1	0.02631578947368421	FP
FBgn0266580	GO:0016624	297	6	0	0.0	FN
FBgn0260634	GO:0003743	51	51	3	0.029411764705882353	FP
FBgn0000182	GO:0003743	18	51	0	0.0	FN
FBgn0285910	GO:0007035	33	12	2	0.044444444444444446	FP
FBgn0267376	GO:0007035	8	12	0	0.0	FN
FBgn0033101	GO:0004032	54	8	1	0.016129032258064516	FP
FBgn0035975	GO:0004032	9	8	0	0.0	FN
FBgn0034091	GO:0051082	48	69	1	0.008547008547008548	FP
FBgn0260945	GO:0051082	161	69	1	0.004347826086956522	FN
FBgn0000117	GO:0001745	409	119	22	0.041666666666666664	FP
FBgn0052062	GO:0001745	61	119	3	0.016666666666666666	TN
FBgn0033159	GO:0005886	20	1052	7	0.0065298507462686565	FP
FBgn0052673	GO:0005886	0	1052	0	0.0	FN
FBgn0053752	GO:0005575	0	2646	0	0.0	FP
FBgn0266538	GO:0005575	0	2646	0	0.0	FN
FBgn0039350	GO:0005634	31	2250	12	0.00526085050416484	FP
FBgn0020493	GO:0005634	16	2250	7	0.003089143865842895	FN
FBgn0040232	GO:0008574	53	13	1	0.015151515151515152	FP
FBgn0259972	GO:0008574	0	13	0	0.0	FN
FBgn0287225	GO:0005739	0	623	0	0.0	FP
FBgn0004436	GO:0005739	59	623	0	0.0	FN
FBgn0037301	GO:0097428	138	7	0	0.0	FP
FBgn0270926	GO:0097428	43	7	0	0.0	FN
FBgn0259738	GO:0005575	0	2646	0	0.0	FP
FBgn0015925	GO:0005575	89	2646	1	0.00036563071297989033	FN
FBgn0031696	GO:0006468	98	238	4	0.011904761904761904	FP
FBgn0263697	GO:0006468	16	238	0	0.0	FN
FBgn0003612	GO:0046426	288	20	2	0.006493506493506494	FP
FBgn0000667	GO:0046426	207	20	2	0.00881057268722467	FN
FBgn0283724	GO:0090136	16	3	0	0.0	FP
FBgn0287873	GO:0090136	0	3	0	0.0	FN
FBgn0039140	GO:0005515	41	958	13	0.013013013013013013	FP
FBgn0050022	GO:0005515	10	958	3	0.0030991735537190084	FN
FBgn0283657	GO:0043687	26	9	0	0.0	FP
FBgn0034802	GO:0043687	779	9	0	0.0	FN
FBgn0030310	GO:0050830	6	50	1	0.017857142857142856	FP
FBgn0001098	GO:0050830	79	50	0	0.0	FN
FBgn0250791	GO:0005483	193	3	2	0.01020408163265306	FP
FBgn0036239	GO:0005483	133	3	0	0.0	FN
FBgn0003865	GO:0061133	14	5	0	0.0	FP
FBgn0003660	GO:0061133	147	5	0	0.0	FN
FBgn0034727	GO:0003735	15	290	1	0.003278688524590164	FP
FBgn0011829	GO:0003735	30	290	0	0.0	FN
FBgn0262395	GO:0035195	1	156	0	0.0	FP
FBgn0040232	GO:0035195	53	156	0	0.0	FN
FBgn0261934	GO:0005575	10	2646	0	0.0	FP
FBgn0036179	GO:0005575	2	2646	0	0.0	FN
FBgn0004628	GO:0008150	0	1771	0	0.0	FP
FBgn0066367	GO:0008150	0	1771	0	0.0	FN
FBgn0039306	GO:0004672	106	231	11	0.032640949554896145	FP
FBgn0035850	GO:0004672	66	231	6	0.020202020202020204	TN
FBgn0002716	GO:0003677	16	610	2	0.003194888178913738	FP
FBgn0050481	GO:0003677	6	610	1	0.0016233766233766235	FN
FBgn0035944	GO:0016020	13	1524	3	0.001951854261548471	FP
FBgn0038320	GO:0016020	54	1524	3	0.0019011406844106464	FN
FBgn0002576	GO:0000981	58	415	13	0.02748414376321353	FP
FBgn0000352	GO:0000981	35	415	3	0.006666666666666667	FN
FBgn0011760	GO:0007290	232	4	0	0.0	FP
FBgn0036875	GO:0007290	0	4	0	0.0	FN
FBgn0031773	GO:0019005	19	64	2	0.024096385542168676	FP
FBgn0036875	GO:0019005	0	64	0	0.0	FN
FBgn0038767	GO:0006357	0	615	0	0.0	FP
FBgn0026565	GO:0006357	28	615	1	0.0015552099533437014	FN
FBgn0026371	GO:0007099	87	26	6	0.05309734513274336	FP
FBgn0005612	GO:0007099	1	26	0	0.0	FN
FBgn0053896	GO:0006325	0	120	0	0.0	FP
FBgn0038432	GO:0006325	4	120	0	0.0	FN
FBgn0027535	GO:0015014	38	6	2	0.045454545454545456	FP
FBgn0054015	GO:0015014	3	6	0	0.0	FN
FBgn0004864	GO:0007442	117	17	3	0.022388059701492536	FP
FBgn0003507	GO:0007442	17	17	0	0.0	FN
FBgn0011885	GO:0030533	0	290	0	0.0	FP
FBgn0035851	GO:0030533	41	290	0	0.0	FN
FBgn0037650	GO:0005615	0	685	0	0.0	FP
FBgn0001202	GO:0005615	54	685	1	0.0013531799729364006	FN
FBgn0016797	GO:0016055	94	20	6	0.05263157894736842	FP
FBgn0026598	GO:0016055	33	20	3	0.05660377358490566	TN
FBgn0039612	GO:0008233	1	178	0	0.0	FP
FBgn0051217	GO:0008233	7	178	0	0.0	FN
FBgn0032452	GO:0008150	66	1771	4	0.002177463255307567	FP
FBgn0046886	GO:0008150	0	1771	0	0.0	FN
FBgn0265574	GO:0000981	428	415	20	0.02372479240806643	FP
FBgn0262395	GO:0000981	1	415	0	0.0	FN
FBgn0032857	GO:0008757	16	86	0	0.0	FP
FBgn0259189	GO:0008757	0	86	0	0.0	FN
FBgn0026176	GO:0019005	127	64	26	0.13612565445026178	TP
FBgn0085421	GO:0019005	48	64	0	0.0	FN
FBgn0024330	GO:0005515	108	958	33	0.03095684803001876	FP
FBgn0261599	GO:0005515	78	958	16	0.015444015444015444	TN
FBgn0024196	GO:0005737	89	1863	10	0.005122950819672131	FP
FBgn0003292	GO:0005737	5	1863	2	0.0010706638115631692	FN
FBgn0052641	GO:0030544	1	17	0	0.0	FP
FBgn0039585	GO:0030544	18	17	0	0.0	FN
FBgn0039616	GO:0005783	0	315	0	0.0	FP
FBgn0001078	GO:0005783	72	315	1	0.002583979328165375	FN
FBgn0034964	GO:0003674	46	3150	6	0.0018773466833541927	FP
FBgn0003651	GO:0003674	48	3150	3	0.0009380863039399625	FN
FBgn0053901	GO:0003677	0	610	0	0.0	FP
FBgn0265317	GO:0003677	0	610	0	0.0	FN
FBgn0263599	GO:0000381	223	87	16	0.05161290322580645	FP
FBgn0004242	GO:0000381	30	87	0	0.0	FN
FBgn0015754	GO:0008104	65	69	1	0.007462686567164179	FP
FBgn0000535	GO:0008104	5	69	1	0.013513513513513514	TN
FBgn0038595	GO:0004252	1	280	0	0.0	FP
FBgn0010768	GO:0004252	5	280	0	0.0	FN
FBgn0004644	GO:0007224	28	10	6	0.15789473684210525	TP
FBgn0038385	GO:0007224	30	10	0	0.0	FN
FBgn0024227	GO:0004674	20	158	0	0.0	FP
FBgn0024833	GO:0004674	60	158	1	0.0045871559633027525	FN
FBgn0004837	GO:0090571	91	5	2	0.020833333333333332	FP
FBgn0029687	GO:0090571	249	5	0	0.0	FN
FBgn0034878	GO:0005634	8	2250	2	0.0008857395925597874	FP
FBgn0001073	GO:0005634	0	2250	0	0.0	FN
FBgn0041096	GO:0045214	63	35	2	0.02040816326530612	FP
FBgn0001226	GO:0045214	104	35	0	0.0	FN
FBgn0003514	GO:0090254	153	11	1	0.006097560975609756	FP
FBgn0028639	GO:0090254	0	11	0	0.0	FN
FBgn0033948	GO:0008270	6	516	1	0.0019157088122605363	FP
FBgn0030718	GO:0008270	11	516	0	0.0	FN
FBgn0024196	GO:0005868	89	31	9	0.075	FP
FBgn0038385	GO:0005868	30	31	0	0.0	FN
FBgn0037794	GO:0005634	28	2250	4	0.001755926251097454	FP
FBgn0026389	GO:0005634	1	2250	0	0.0	FN
FBgn0004583	GO:0098592	21	11	3	0.09375	FP
FBgn0036282	GO:0098592	6	11	0	0.0	FN
FBgn0263111	GO:0007269	109	52	1	0.006211180124223602	FP
FBgn0017578	GO:0007269	110	52	1	0.006172839506172839	FN
FBgn0267790	GO:0003730	145	122	5	0.018726591760299626	FP
FBgn0069313	GO:0003730	0	122	0	0.0	FN
FBgn0038473	GO:0005525	431	156	7	0.01192504258943782	FP
FBgn0052442	GO:0005525	41	156	0	0.0	FN
FBgn0005612	GO:0030154	1	65	0	0.0	FP
FBgn0040236	GO:0030154	4	65	0	0.0	FN
FBgn0028343	GO:0035307	10	4	0	0.0	FP
FBgn0086906	GO:0035307	22	4	0	0.0	FN
FBgn0034622	GO:0003674	7	3150	2	0.0006335128286347799	FP
FBgn0020299	GO:0003674	42	3150	0	0.0	FN
FBgn0011674	GO:0006403	17	3	1	0.05	FP
FBgn0003009	GO:0006403	1	3	0	0.0	FN
FBgn0036144	GO:0007422	2	54	0	0.0	FP
FBgn0086444	GO:0007422	66	54	1	0.008333333333333333	FN
FBgn0053002	GO:0003735	10	290	0	0.0	FP
FBgn0053835	GO:0003735	0	290	0	0.0	FN
FBgn0262396	GO:0035195	0	156	0	0.0	FP
FBgn0011956	GO:0035195	0	156	0	0.0	FN
FBgn0264273	GO:0016200	4	5	0	0.0	FP
FBgn0038301	GO:0016200	22	5	0	0.0	FN
FBgn0260970	GO:0061630	20	148	1	0.005952380952380952	FP
FBgn0265959	GO:0061630	7	148	0	0.0	FN
FBgn0260945	GO:0006914	161	56	14	0.06451612903225806	FP
FBgn0005355	GO:0006914	38	56	1	0.010638297872340425	TN
FBgn0263998	GO:0005524	4	643	0	0.0	FP
FBgn0004198	GO:0005524	63	643	7	0.009915014164305949	FN
FBgn0025723	GO:0003674	0	3150	0	0.0	FP
FBgn0060296	GO:0003674	3	3150	0	0.0	FN
FBgn0000810	GO:0008298	107	20	9	0.07086614173228346	FP
FBgn0031018	GO:0008298	41	20	0	0.0	FN
FBgn0266721	GO:0006886	30	142	9	0.05232558139534884	FP
FBgn0031068	GO:0006886	22	142	0	0.0	FN
FBgn0032006	GO:0008347	93	34	3	0.023622047244094488	FP
FBgn0035823	GO:0008347	99	34	2	0.015037593984962405	TN
FBgn0033679	GO:0008202	67	3	0	0.0	FP
FBgn0015277	GO:0008202	42	3	0	0.0	FN
FBgn0004240	GO:0009617	12	44	0	0.0	FP
FBgn0000376	GO:0009617	5	44	0	0.0	FN
FBgn0022382	GO:0045475	134	62	2	0.01020408163265306	FP
FBgn0031231	GO:0045475	21	62	0	0.0	FN
FBgn0010246	GO:0005938	124	100	6	0.026785714285714284	FP
FBgn0003867	GO:0005938	40	100	0	0.0	FN
FBgn0034247	GO:0016020	27	1524	13	0.008381689232753063	FP
FBgn0261064	GO:0016020	41	1524	4	0.0025559105431309905	FN
FBgn0035851	GO:0005515	41	958	18	0.018018018018018018	FP
FBgn0045073	GO:0005515	25	958	13	0.013224821973550356	TN
FBgn0030268	GO:0003777	13	28	1	0.024390243902439025	FP
FBgn0035001	GO:0003777	25	28	0	0.0	FN
FBgn0031068	GO:0042246	22	18	0	0.0	FP
FBgn0026317	GO:0042246	201	18	0	0.0	FN
FBgn0052672	GO:0035096	80	27	10	0.09345794392523364	FP
FBgn0000546	GO:0035096	71	27	0	0.0	FN
FBgn0010053	GO:0097176	5	3	0	0.0	FP
FBgn0262582	GO:0097176	27	3	0	0.0	FN
FBgn0021776	GO:0005938	16	100	10	0.08620689655172414	FP
FBgn0032452	GO:0005938	66	100	4	0.024096385542168676	TN
FBgn0000414	GO:0072583	14	15	0	0.0	FP
FBgn0016797	GO:0072583	94	15	0	0.0	FN
FBgn0262685	GO:0005267	2	13	0	0.0	FP
FBgn0020278	GO:0005267	29	13	0	0.0	FN
FBgn0266580	GO:0005643	297	37	0	0.0	FP
FBgn0260634	GO:0005643	51	37	1	0.011363636363636364	TN
FBgn0027572	GO:0003997	72	6	0	0.0	FP
FBgn0263111	GO:0003997	109	6	0	0.0	FN
FBgn0026778	GO:0005634	48	2250	13	0.005657093124456049	FP
FBgn0000052	GO:0005634	33	2250	15	0.006570302233902759	FN
FBgn0044811	GO:0002376	0	8	0	0.0	FP
FBgn0000183	GO:0002376	88	8	0	0.0	FN
FBgn0040505	GO:0061177	43	7	1	0.02	FP
FBgn0031550	GO:0061177	9	7	0	0.0	FN
FBgn0003751	GO:0007362	2	17	1	0.05263157894736842	FP
FBgn0264477	GO:0007362	0	17	0	0.0	FN
FBgn0011692	GO:0000916	129	12	0	0.0	FP
FBgn0037794	GO:0000916	28	12	0	0.0	FN
FBgn0050096	GO:0003674	0	3150	0	0.0	FP
FBgn0263112	GO:0003674	59	3150	2	0.0006232471174820816	FN
FBgn0003015	GO:0034504	85	4	0	0.0	FP
FBgn0004863	GO:0034504	72	4	1	0.013157894736842105	TN
FBgn0053845	GO:0031492	0	49	0	0.0	FP
FBgn0036449	GO:0031492	54	49	0	0.0	FN
FBgn0043022	GO:0005682	0	20	0	0.0	FP
FBgn0030828	GO:0005682	38	20	2	0.034482758620689655	TN
FBgn0004066	GO:0005839	260	26	24	0.08391608391608392	FP
FBgn0033129	GO:0005839	0	26	0	0.0	FN
FBgn0000198	GO:0007475	0	31	0	0.0	FP
FBgn0004110	GO:0007475	11	31	0	0.0	FN
FBgn0002709	GO:0006271	10	7	0	0.0	FP
FBgn0022333	GO:0006271	0	7	0	0.0	FN
FBgn0033774	GO:0006508	2	498	0	0.0	FP
FBgn0262081	GO:0006508	29	498	1	0.0018975332068311196	FN
FBgn0264493	GO:0007367	67	40	2	0.018691588785046728	FP
FBgn0036111	GO:0007367	36	40	0	0.0	FN
FBgn0086677	GO:0061176	3	9	1	0.08333333333333333	FP
FBgn0067102	GO:0061176	1	9	0	0.0	FN
FBgn0263197	GO:0051011	59	10	0	0.0	FP
FBgn0028939	GO:0051011	4	10	0	0.0	FN
FBgn0004644	GO:0035277	28	23	1	0.0196078431372549	FP
FBgn0262679	GO:0035277	0	23	0	0.0	FN
FBgn0263740	GO:0003743	9	51	1	0.016666666666666666	FP
FBgn0038632	GO:0003743	1	51	0	0.0	FN
