protein	goTerm	proProNeighbor	goNeighbor	goAnnotatedProProNeighbors	score
FBgn0028541	GO:0005840	74	234	3	0.012987012987012988
FBgn0036314	GO:0003676	138	369	51	0.10256410256410256
FBgn0000635	GO:0003676	693	369	30	0.02919020715630885
FBgn0261952	GO:0030510	1	6	0	0.14285714285714285
FBgn0288966	GO:0030510	0	6	0	0.16666666666666666
FBgn0284442	GO:0003677	10	610	4	0.008064516129032258
FBgn0259730	GO:0003677	1	610	0	0.0016366612111292963
FBgn0259678	GO:0005524	7	643	2	0.004615384615384616
FBgn0266670	GO:0005524	75	643	5	0.008356545961002786
FBgn0040298	GO:0110031	12	1	0	0.07692307692307693
FBgn0033836	GO:0110031	11	1	0	0.08333333333333333
FBgn0001134	GO:0016020	28	1524	3	0.002577319587628866
FBgn0000277	GO:0016020	2	1524	0	0.000655307994757536
FBgn0001147	GO:0022008	15	18	0	0.030303030303030304
FBgn0001961	GO:0022008	374	18	1	0.00510204081632653
FBgn0032840	GO:0040018	0	28	0	0.03571428571428571
FBgn0051334	GO:0040018	0	28	0	0.03571428571428571
FBgn0037718	GO:0012505	86	202	4	0.017361111111111112
FBgn0003719	GO:0012505	7	202	0	0.004784688995215311
FBgn0025360	GO:0048749	45	115	4	0.03125
FBgn0085223	GO:0048749	0	115	0	0.008695652173913044
FBgn0029094	GO:0005515	79	958	18	0.01832208293153327
FBgn0287696	GO:0005515	0	958	0	0.0010438413361169101
FBgn0013750	GO:0001745	144	119	1	0.0076045627376425855
FBgn0032602	GO:0001745	0	119	0	0.008403361344537815
FBgn0283521	GO:0035167	37	32	0	0.014492753623188406
FBgn0086358	GO:0035167	228	32	2	0.011538461538461539
FBgn0263000	GO:0005575	0	2646	0	0.0003779289493575208
FBgn0000039	GO:0005575	11	2646	0	0.0003763643206624012
FBgn0030268	GO:0090619	13	3	0	0.0625
FBgn0264307	GO:0090619	50	3	0	0.018867924528301886
FBgn0263289	GO:0048749	53	115	3	0.023809523809523808
FBgn0000173	GO:0048749	50	115	3	0.024242424242424242
FBgn0029175	GO:0030206	56	5	0	0.01639344262295082
FBgn0033029	GO:0030206	56	5	0	0.01639344262295082
FBgn0035458	GO:0015280	0	31	0	0.03225806451612903
FBgn0025724	GO:0015280	146	31	0	0.005649717514124294
FBgn0029708	GO:0005615	1	685	0	0.0014577259475218659
FBgn0051898	GO:0005615	0	685	0	0.00145985401459854
FBgn0034158	GO:0007265	23	23	2	0.06521739130434782
FBgn0085438	GO:0007265	0	23	0	0.043478260869565216
FBgn0034423	GO:0005730	20	301	2	0.009345794392523364
FBgn0032050	GO:0005730	14	301	1	0.006349206349206349
FBgn0043900	GO:0060070	34	17	3	0.0784313725490196
FBgn0085327	GO:0060070	0	17	0	0.058823529411764705
FBgn0036921	GO:0005829	106	1082	17	0.015151515151515152
FBgn0010602	GO:0005829	447	1082	60	0.03989535644211903
FBgn0261963	GO:0045893	10	145	2	0.01935483870967742
FBgn0051416	GO:0045893	0	145	0	0.006896551724137931
FBgn0250869	GO:0005575	4	2646	1	0.0007547169811320754
FBgn0032888	GO:0005575	0	2646	0	0.0003779289493575208
FBgn0062599	GO:0005575	0	2646	0	0.0003779289493575208
FBgn0027330	GO:0005575	200	2646	5	0.0021082220660576245
FBgn0284442	GO:0005524	10	643	5	0.009188361408882083
FBgn0039532	GO:0005524	8	643	1	0.0030721966205837174
FBgn0052320	GO:0016020	0	1524	0	0.0006561679790026247
FBgn0034223	GO:0016020	17	1524	1	0.0012978585334198572
FBgn0014388	GO:0060446	136	17	3	0.026143790849673203
FBgn0051361	GO:0060446	9	17	0	0.038461538461538464
FBgn0000490	GO:0009953	46	38	7	0.09523809523809523
FBgn0004897	GO:0009953	2	38	0	0.025
FBgn0040066	GO:0044666	199	11	8	0.04285714285714286
FBgn0020381	GO:0044666	139	11	1	0.013333333333333334
FBgn0286071	GO:0004222	0	55	0	0.01818181818181818
FBgn0037672	GO:0004222	9	55	0	0.015625
FBgn0263601	GO:0045747	25	44	0	0.014492753623188406
FBgn0053436	GO:0045747	0	44	0	0.022727272727272728
FBgn0051301	GO:0003676	16	369	4	0.012987012987012988
FBgn0028970	GO:0003676	117	369	8	0.018518518518518517
FBgn0021760	GO:0007411	32	167	4	0.02512562814070352
FBgn0024329	GO:0007411	86	167	6	0.02766798418972332
FBgn0011701	GO:0005634	1	2250	0	0.000444247001332741
FBgn0005664	GO:0005634	4	2250	1	0.0008873114463176575
FBgn0003391	GO:0043296	14	6	1	0.1
FBgn0028425	GO:0043296	72	6	0	0.01282051282051282
FBgn0030554	GO:0017150	4	4	0	0.125
FBgn0261456	GO:0017150	193	4	0	0.005076142131979695
FBgn0003607	GO:0010369	125	13	8	0.06521739130434782
FBgn0000097	GO:0010369	27	13	0	0.025
FBgn0034939	GO:0007140	82	32	0	0.008771929824561403
FBgn0030886	GO:0007140	7	32	0	0.02564102564102564
FBgn0004237	GO:0042594	191	75	0	0.0037593984962406013
FBgn0026876	GO:0042594	24	75	0	0.010101010101010102
FBgn0086355	GO:0009612	89	19	1	0.018518518518518517
FBgn0002921	GO:0009612	163	19	0	0.005494505494505495
FBgn0029906	GO:0007377	9	12	0	0.047619047619047616
FBgn0040346	GO:0007377	64	12	0	0.013157894736842105
FBgn0005612	GO:0045944	1	324	0	0.003076923076923077
FBgn0001186	GO:0045944	96	324	3	0.009523809523809525
FBgn0051992	GO:0016442	47	99	1	0.0136986301369863
FBgn0011954	GO:0016442	0	99	0	0.010101010101010102
FBgn0036557	GO:0032543	12	89	0	0.009900990099009901
FBgn0025879	GO:0032543	111	89	3	0.02
FBgn0262609	GO:0005575	0	2646	0	0.0003779289493575208
FBgn0053519	GO:0005575	32	2646	1	0.0007468259895444362
FBgn0011676	GO:0046620	191	9	0	0.005
FBgn0033973	GO:0046620	69	9	0	0.01282051282051282
FBgn0026438	GO:0015183	11	6	0	0.058823529411764705
FBgn0003870	GO:0015183	109	6	0	0.008695652173913044
FBgn0284084	GO:0060070	16	17	3	0.12121212121212122
FBgn0038369	GO:0060070	213	17	0	0.004347826086956522
FBgn0038986	GO:0009922	205	20	19	0.08888888888888889
FBgn0026404	GO:0009922	24	20	0	0.022727272727272728
FBgn0262582	GO:0048190	27	55	0	0.012195121951219513
FBgn0000482	GO:0048190	40	55	1	0.021052631578947368
FBgn0036978	GO:0038023	28	43	0	0.014084507042253521
FBgn0039783	GO:0038023	2	43	0	0.022222222222222223
FBgn0001114	GO:0016201	82	15	0	0.010309278350515464
FBgn0262378	GO:0016201	1	15	0	0.0625
FBgn0086912	GO:0005730	20	301	4	0.01557632398753894
FBgn0037338	GO:0005730	26	301	4	0.01529051987767584
FBgn0024184	GO:0010468	1	96	0	0.010309278350515464
FBgn0016690	GO:0010468	0	96	0	0.010416666666666666
FBgn0085472	GO:0003674	0	3150	0	0.00031746031746031746
FBgn0035142	GO:0003674	73	3150	1	0.0006205398696866273
FBgn0039630	GO:0004252	0	280	0	0.0035714285714285713
FBgn0030839	GO:0004252	4	280	0	0.0035211267605633804
FBgn0261854	GO:0035003	118	11	4	0.03875968992248062
FBgn0015790	GO:0035003	167	11	2	0.016853932584269662
FBgn0035996	GO:0010165	1	3	0	0.25
FBgn0001978	GO:0010165	72	3	0	0.013333333333333334
FBgn0264922	GO:0007052	1209	50	10	0.008737092930897538
FBgn0034310	GO:0007052	42	50	0	0.010869565217391304
FBgn0000114	GO:0005634	43	2250	20	0.009158307893589184
FBgn0262386	GO:0005634	1	2250	1	0.000888494002665482
FBgn0050085	GO:0000792	3	42	0	0.022222222222222223
FBgn0030506	GO:0000792	108	42	1	0.013333333333333334
FBgn0034880	GO:0001555	3	6	0	0.1111111111111111
FBgn0027490	GO:0001555	32	6	0	0.02631578947368421
FBgn0037573	GO:0005730	266	301	12	0.02292768959435626
FBgn0283440	GO:0005730	1	301	0	0.0033112582781456954
FBgn0036994	GO:0031144	4	2	0	0.16666666666666666
FBgn0263598	GO:0031144	107	2	0	0.009174311926605505
FBgn0002522	GO:0007494	3	32	0	0.02857142857142857
FBgn0002643	GO:0007494	36	32	5	0.08823529411764706
FBgn0016690	GO:0003674	0	3150	0	0.00031746031746031746
FBgn0020633	GO:0003674	154	3150	3	0.0012106537530266344
FBgn0264273	GO:0070983	4	24	0	0.03571428571428571
FBgn0264855	GO:0070983	149	24	1	0.011560693641618497
FBgn0037873	GO:0005749	13	6	1	0.10526315789473684
FBgn0004407	GO:0005749	2	6	0	0.125
FBgn0011766	GO:0005515	91	958	29	0.028598665395614873
FBgn0015277	GO:0005515	42	958	8	0.009
FBgn0266417	GO:0000226	17	61	0	0.01282051282051282
FBgn0025808	GO:0000226	37	61	0	0.01020408163265306
FBgn0263260	GO:0012505	23	202	2	0.013333333333333334
FBgn0266418	GO:0012505	7	202	0	0.004784688995215311
FBgn0031782	GO:0030576	6	5	0	0.09090909090909091
FBgn0283461	GO:0030576	3	5	0	0.125
FBgn0260985	GO:0006261	65	25	5	0.06666666666666667
FBgn0033483	GO:0006261	15	25	0	0.025
FBgn0260944	GO:0003723	37	486	6	0.01338432122370937
FBgn0042711	GO:0003723	30	486	3	0.007751937984496124
FBgn0086687	GO:0031410	159	42	0	0.004975124378109453
FBgn0025725	GO:0031410	94	42	1	0.014705882352941176
FBgn0000022	GO:0006355	26	502	8	0.017045454545454544
FBgn0004606	GO:0006355	36	502	13	0.026022304832713755
FBgn0012058	GO:0007091	125	8	2	0.022556390977443608
FBgn0264601	GO:0007091	0	8	0	0.125
FBgn0020304	GO:0005096	35	85	0	0.008333333333333333
FBgn0261109	GO:0005096	31	85	0	0.008620689655172414
FBgn0033402	GO:0050830	72	50	3	0.03278688524590164
FBgn0266454	GO:0050830	0	50	0	0.02
FBgn0030645	GO:0004577	5	2	1	0.2857142857142857
FBgn0004595	GO:0004577	13	2	0	0.06666666666666667
FBgn0053904	GO:0000786	0	124	0	0.008064516129032258
FBgn0026089	GO:0000786	3	124	0	0.007874015748031496
FBgn0004872	GO:0003723	47	486	10	0.020637898686679174
FBgn0031684	GO:0003723	48	486	0	0.0018726591760299626
FBgn0030514	GO:0004842	28	101	7	0.06201550387596899
FBgn0038221	GO:0004842	45	101	0	0.00684931506849315
FBgn0284221	GO:0001700	3	48	0	0.0196078431372549
FBgn0003891	GO:0001700	10	48	1	0.034482758620689655
FBgn0037652	GO:0005737	35	1863	8	0.004741833508956797
FBgn0000173	GO:0005737	50	1863	19	0.010454783063251438
FBgn0038916	GO:0003924	11	148	0	0.006289308176100629
FBgn0035571	GO:0003924	86	148	0	0.004273504273504274
FBgn0027330	GO:1990883	200	1	0	0.004975124378109453
FBgn0261624	GO:1990883	4	1	0	0.2
FBgn0014931	GO:0140543	23	5	1	0.07142857142857142
FBgn0261536	GO:0140543	0	5	0	0.2
FBgn0035802	GO:0005085	29	84	0	0.008849557522123894
FBgn0030455	GO:0005085	7	84	0	0.01098901098901099
FBgn0011867	GO:0005829	0	1082	0	0.0009242144177449168
FBgn0033836	GO:0005829	11	1082	2	0.0027447392497712718
FBgn0038251	GO:0106140	44	3	2	0.06382978723404255
FBgn0264386	GO:0106140	22	3	0	0.04
FBgn0032444	GO:0005832	183	8	7	0.041884816753926704
FBgn0032821	GO:0005832	11	8	0	0.05263157894736842
FBgn0041605	GO:0046928	39	17	0	0.017857142857142856
FBgn0027085	GO:0046928	11	17	0	0.03571428571428571
FBgn0266174	GO:0005575	0	2646	0	0.0003779289493575208
FBgn0262331	GO:0005575	0	2646	0	0.0003779289493575208
FBgn0069298	GO:0003674	0	3150	0	0.00031746031746031746
FBgn0024222	GO:0003674	187	3150	7	0.00239736290080911
FBgn0021796	GO:0051897	135	17	3	0.02631578947368421
FBgn0267975	GO:0051897	21	17	0	0.02631578947368421
FBgn0032147	GO:0005737	1	1863	0	0.000536480686695279
FBgn0000629	GO:0005737	182	1863	57	0.028361858190709046
FBgn0026319	GO:0007370	89	19	2	0.027777777777777776
FBgn0287720	GO:0007370	0	19	0	0.05263157894736842
FBgn0261995	GO:0006753	2	2	0	0.25
FBgn0261871	GO:0006753	4	2	0	0.16666666666666666
FBgn0036832	GO:0008233	3	178	0	0.0055248618784530384
FBgn0028684	GO:0008233	448	178	18	0.03035143769968051
FBgn0052687	GO:0007165	3	199	1	0.009900990099009901
FBgn0053896	GO:0007165	0	199	0	0.005025125628140704
FBgn0034351	GO:0009019	123	3	0	0.007936507936507936
FBgn0033885	GO:0009019	28	3	0	0.03225806451612903
FBgn0015001	GO:0006508	5	498	0	0.0019880715705765406
FBgn0031519	GO:0006508	14	498	0	0.001953125
FBgn0032077	GO:0047429	9	2	0	0.09090909090909091
FBgn0032346	GO:0047429	62	2	0	0.015625
FBgn0020270	GO:0030870	50	3	2	0.05660377358490566
FBgn0266670	GO:0030870	75	3	0	0.01282051282051282
FBgn0039846	GO:0000958	12	3	0	0.06666666666666667
FBgn0038889	GO:0000958	21	3	0	0.041666666666666664
FBgn0026181	GO:0032231	46	3	0	0.02040816326530612
FBgn0287768	GO:0032231	0	3	0	0.3333333333333333
FBgn0033490	GO:0005743	0	97	0	0.010309278350515464
FBgn0011868	GO:0005743	0	97	0	0.010309278350515464
FBgn0020510	GO:0033627	105	20	3	0.032
FBgn0265785	GO:0033627	0	20	0	0.05
FBgn0037551	GO:1990027	114	1	0	0.008695652173913044
FBgn0003396	GO:1990027	61	1	0	0.016129032258064516
FBgn0033159	GO:0070593	20	20	0	0.025
FBgn0285952	GO:0070593	50	20	1	0.02857142857142857
FBgn0036368	GO:0007168	13	12	0	0.04
FBgn0026261	GO:0007168	8	12	0	0.05
FBgn0039300	GO:0006412	68	558	1	0.003194888178913738
FBgn0028509	GO:0006412	97	558	1	0.0030534351145038168
FBgn0031239	GO:0005783	6	315	0	0.003115264797507788
FBgn0037874	GO:0005783	94	315	5	0.014669926650366748
FBgn0037546	GO:0007271	0	10	0	0.1
FBgn0021760	GO:0007271	32	10	0	0.023809523809523808
FBgn0010424	GO:0005509	8	205	1	0.009389671361502348
FBgn0031959	GO:0005509	25	205	0	0.004347826086956522
FBgn0002873	GO:0007058	61	4	0	0.015384615384615385
FBgn0260941	GO:0007058	3	4	0	0.14285714285714285
FBgn0003396	GO:0000122	61	222	5	0.02120141342756184
FBgn0003391	GO:0000122	14	222	1	0.00847457627118644
FBgn0011715	GO:0008285	214	42	2	0.01171875
FBgn0035849	GO:0008285	46	42	1	0.022727272727272728
FBgn0030092	GO:1990221	79	4	3	0.04819277108433735
FBgn0025360	GO:1990221	45	4	0	0.02040816326530612
FBgn0030465	GO:0046854	18	26	0	0.022727272727272728
FBgn0038549	GO:0046854	17	26	0	0.023255813953488372
FBgn0001942	GO:0030514	212	31	0	0.00411522633744856
FBgn0286070	GO:0030514	0	31	0	0.03225806451612903
FBgn0031375	GO:0010629	6	73	0	0.012658227848101266
FBgn0259938	GO:0010629	43	73	3	0.034482758620689655
FBgn0002121	GO:0045167	81	17	4	0.05102040816326531
FBgn0003187	GO:0045167	32	17	0	0.02040816326530612
FBgn0024921	GO:0031267	126	109	2	0.01276595744680851
FBgn0030015	GO:0031267	0	109	0	0.009174311926605505
FBgn0002865	GO:0007286	60	26	0	0.011627906976744186
FBgn0015765	GO:0007286	212	26	0	0.004201680672268907
FBgn0083968	GO:0045039	27	11	1	0.05263157894736842
FBgn0016120	GO:0045039	65	11	0	0.013157894736842105
FBgn0038816	GO:0050774	71	4	0	0.013333333333333334
FBgn0032987	GO:0050774	97	4	0	0.009900990099009901
FBgn0039039	GO:0000978	1	368	1	0.005420054200542005
FBgn0032209	GO:0000978	18	368	5	0.015544041450777202
FBgn0030844	GO:0035725	4	61	0	0.015384615384615385
FBgn0000504	GO:0035725	66	61	0	0.007874015748031496
FBgn0030715	GO:0004984	0	69	0	0.014492753623188406
FBgn0010379	GO:0004984	348	69	0	0.002398081534772182
FBgn0261276	GO:0005737	30	1863	10	0.005810882197569995
FBgn0031728	GO:0005737	200	1863	65	0.031992244304411055
FBgn0033313	GO:0016020	8	1524	2	0.0019582245430809398
FBgn0020510	GO:0016020	105	1524	8	0.0055248618784530384
FBgn0037671	GO:0001737	23	22	1	0.044444444444444446
FBgn0016698	GO:0001737	64	22	1	0.023255813953488372
FBgn0034304	GO:0006621	9	3	0	0.08333333333333333
FBgn0014396	GO:0006621	35	3	0	0.02631578947368421
FBgn0036266	GO:0000214	2	4	0	0.16666666666666666
FBgn0035829	GO:0000214	3	4	0	0.14285714285714285
FBgn0004400	GO:0140543	25	5	3	0.13333333333333333
FBgn0022740	GO:0140543	37	5	0	0.023809523809523808
FBgn0003285	GO:0030165	20	8	0	0.03571428571428571
FBgn0260967	GO:0030165	0	8	0	0.125
FBgn0015765	GO:0003007	212	12	1	0.008928571428571428
FBgn0026398	GO:0003007	4	12	0	0.0625
FBgn0260397	GO:0032453	166	2	0	0.005952380952380952
FBgn0034478	GO:0032453	10	2	0	0.08333333333333333
FBgn0037980	GO:1990756	22	15	0	0.02702702702702703
FBgn0011640	GO:1990756	66	15	0	0.012345679012345678
FBgn0262125	GO:0007030	156	75	8	0.03896103896103896
FBgn0030276	GO:0007030	42	75	0	0.008547008547008548
FBgn0015553	GO:0008409	48	5	0	0.018867924528301886
FBgn0036557	GO:0008409	12	5	0	0.058823529411764705
FBgn0032503	GO:0008150	0	1771	0	0.000564652738565782
FBgn0030657	GO:0008150	14	1771	1	0.0011204481792717086
FBgn0085464	GO:0019953	1	220	0	0.004524886877828055
FBgn0035253	GO:0019953	154	220	1	0.0053475935828877
FBgn0284252	GO:0070584	10	9	0	0.05263157894736842
FBgn0051013	GO:0070584	1	9	0	0.1
FBgn0004862	GO:0006355	53	502	6	0.012612612612612612
FBgn0010303	GO:0006355	61	502	4	0.008880994671403197
FBgn0033738	GO:0004843	11	40	0	0.0196078431372549
FBgn0037166	GO:0004843	13	40	0	0.018867924528301886
FBgn0040291	GO:0019005	127	64	9	0.05235602094240838
FBgn0032160	GO:0019005	51	64	0	0.008695652173913044
FBgn0040370	GO:0005886	2	1052	1	0.0018975332068311196
FBgn0051211	GO:0005886	58	1052	1	0.0018018018018018018
FBgn0033599	GO:0006874	1	24	0	0.04
FBgn0032451	GO:0006874	4	24	0	0.03571428571428571
FBgn0001308	GO:0007317	96	22	2	0.025423728813559324
FBgn0039081	GO:0007317	21	22	1	0.046511627906976744
FBgn0000173	GO:1903265	50	6	3	0.07142857142857142
FBgn0039044	GO:1903265	207	6	0	0.004694835680751174
FBgn0015946	GO:0097190	34	6	1	0.05
FBgn0000392	GO:0097190	60	6	0	0.015151515151515152
FBgn0013693	GO:0006412	0	558	0	0.0017921146953405018
FBgn0086679	GO:0006412	4	558	0	0.0017793594306049821
FBgn0085346	GO:0030677	14	4	2	0.16666666666666666
FBgn0052528	GO:0030677	15	4	0	0.05263157894736842
FBgn0038549	GO:0003676	17	369	1	0.0051813471502590676
FBgn0083000	GO:0003676	0	369	0	0.0027100271002710027
FBgn0264810	GO:0001664	3	34	0	0.02702702702702703
FBgn0041579	GO:0001664	2	34	0	0.027777777777777776
FBgn0033373	GO:0003951	4	3	0	0.14285714285714285
FBgn0039335	GO:0003951	9	3	0	0.08333333333333333
FBgn0264816	GO:0005634	28	2250	0	0.0004389815627743635
FBgn0042213	GO:0005634	7	2250	2	0.001329198050509526
FBgn0000611	GO:0005634	73	2250	38	0.016788635385277657
FBgn0085453	GO:0005634	2	2250	2	0.0013321492007104796
FBgn0261930	GO:0005634	15	2250	3	0.0017660044150110375
FBgn0010352	GO:0005634	66	2250	16	0.007340241796200345
FBgn0035948	GO:0106389	2	51	0	0.018867924528301886
FBgn0004380	GO:0106389	44	51	0	0.010526315789473684
FBgn0003483	GO:0009951	9	6	1	0.13333333333333333
FBgn0036667	GO:0009951	2	6	0	0.125
FBgn0025104	GO:0004198	0	7	0	0.14285714285714285
FBgn0262411	GO:0004198	0	7	0	0.14285714285714285
FBgn0069174	GO:0003674	0	3150	0	0.00031746031746031746
FBgn0083141	GO:0003674	43	3150	1	0.0006263701847792045
FBgn0031604	GO:0003824	34	204	0	0.004201680672268907
FBgn0004101	GO:0003824	51	204	1	0.00784313725490196
FBgn0011272	GO:0003735	147	290	49	0.11441647597254005
FBgn0004595	GO:0003735	13	290	0	0.0033003300330033004
FBgn0001186	GO:0006096	96	25	5	0.049586776859504134
FBgn0039768	GO:0006096	1	25	0	0.038461538461538464
FBgn0085387	GO:0005886	15	1052	0	0.0009372071227741331
FBgn0260399	GO:0005886	16	1052	3	0.003745318352059925
FBgn0016797	GO:0042813	94	6	3	0.04
FBgn0004188	GO:0042813	0	6	0	0.16666666666666666
FBgn0052686	GO:0003674	6	3150	0	0.0003168567807351077
FBgn0050108	GO:0003674	8	3150	0	0.00031665611146295124
FBgn0031832	GO:0031515	37	2	1	0.05128205128205128
FBgn0003517	GO:0031515	145	2	0	0.006802721088435374
FBgn0026598	GO:0008013	33	12	2	0.06666666666666667
FBgn0002566	GO:0008013	24	12	0	0.027777777777777776
FBgn0004242	GO:0001786	30	10	1	0.05
FBgn0033375	GO:0001786	43	10	0	0.018867924528301886
FBgn0036663	GO:0050660	39	61	0	0.01
FBgn0039016	GO:0050660	36	61	1	0.020618556701030927
FBgn0038135	GO:0008270	2	516	0	0.0019305019305019305
FBgn0250842	GO:0008270	4	516	1	0.0038461538461538464
FBgn0266670	GO:0016192	75	141	8	0.041666666666666664
FBgn0004102	GO:0016192	24	141	0	0.006060606060606061
FBgn0034731	GO:0003676	3	369	0	0.002688172043010753
FBgn0043575	GO:0003676	1	369	0	0.002702702702702703
FBgn0262738	GO:0008377	14	2	1	0.125
FBgn0000719	GO:0008377	53	2	0	0.01818181818181818
FBgn0020508	GO:0005615	21	685	0	0.00141643059490085
FBgn0015513	GO:0005615	45	685	0	0.0013698630136986301
FBgn0034276	GO:0016491	2	215	0	0.004608294930875576
FBgn0011963	GO:0016491	0	215	0	0.004651162790697674
FBgn0004509	GO:0005886	9	1052	1	0.001885014137606032
FBgn0000153	GO:0005886	8	1052	2	0.002830188679245283
FBgn0002940	GO:0007186	64	156	3	0.01818181818181818
FBgn0263933	GO:0007186	105	156	0	0.0038314176245210726
FBgn0003716	GO:0005771	197	14	0	0.004739336492890996
FBgn0029756	GO:0005771	10	14	0	0.041666666666666664
FBgn0001308	GO:0008088	96	17	2	0.02654867256637168
FBgn0004837	GO:0008088	91	17	0	0.009259259259259259
FBgn0003334	GO:0022008	55	18	4	0.0684931506849315
FBgn0053425	GO:0022008	0	18	0	0.05555555555555555
FBgn0038797	GO:0015297	7	21	0	0.03571428571428571
FBgn0003557	GO:0015297	331	21	0	0.002840909090909091
FBgn0038861	GO:0008168	10	49	1	0.03389830508474576
FBgn0000490	GO:0008168	46	49	0	0.010526315789473684
FBgn0015331	GO:0004386	117	36	0	0.006535947712418301
FBgn0002865	GO:0004386	60	36	0	0.010416666666666666
FBgn0023508	GO:0005096	57	85	0	0.007042253521126761
FBgn0036090	GO:0005096	24	85	0	0.009174311926605505
FBgn0017551	GO:0007088	47	22	0	0.014492753623188406
FBgn0023522	GO:0007088	35	22	0	0.017543859649122806
FBgn0029679	GO:0005737	35	1863	9	0.005268703898840885
FBgn0260857	GO:0005737	26	1863	5	0.0031762837480148226
FBgn0036789	GO:0007218	7	59	1	0.030303030303030304
FBgn0036224	GO:0007218	92	59	0	0.006622516556291391
FBgn0035983	GO:0008270	3	516	1	0.0038535645472061657
FBgn0004784	GO:0008270	126	516	6	0.010903426791277258
FBgn0029887	GO:0003729	19	205	3	0.017857142857142856
FBgn0020392	GO:0003729	54	205	3	0.015444015444015444
FBgn0003514	GO:0060289	153	4	2	0.01910828025477707
FBgn0010399	GO:0060289	112	4	0	0.008620689655172414
FBgn0033876	GO:0016020	1	1524	0	0.0006557377049180328
FBgn0019985	GO:0016020	7	1524	0	0.0006531678641410843
FBgn0015331	GO:0003724	117	50	0	0.005988023952095809
FBgn0038312	GO:0003724	19	50	1	0.028985507246376812
FBgn0066304	GO:0003676	11	369	1	0.005263157894736842
FBgn0031106	GO:0003676	105	369	1	0.004219409282700422
FBgn0263974	GO:0008270	5	516	0	0.0019193857965451055
FBgn0004839	GO:0008270	15	516	0	0.0018832391713747645
FBgn0263930	GO:0016323	218	42	1	0.007692307692307693
FBgn0003886	GO:0016323	112	42	0	0.006493506493506494
FBgn0050206	GO:0030533	0	290	0	0.0034482758620689655
FBgn0016696	GO:0030533	124	290	0	0.0024154589371980675
FBgn0261560	GO:0019731	305	23	1	0.006097560975609756
FBgn0037657	GO:0019731	62	23	0	0.011764705882352941
FBgn0086758	GO:0001933	21	8	0	0.034482758620689655
FBgn0035811	GO:0001933	182	8	0	0.005263157894736842
FBgn0004449	GO:0005886	706	1052	78	0.044937428896473265
FBgn0263247	GO:0005886	0	1052	0	0.0009505703422053232
FBgn0034486	GO:0003674	1	3150	0	0.00031735956839098697
FBgn0262559	GO:0003674	195	3150	12	0.0038863976083707025
FBgn0087035	GO:0051607	64	43	3	0.037383177570093455
FBgn0002930	GO:0051607	3	43	0	0.021739130434782608
FBgn0005386	GO:0003682	9	174	2	0.01639344262295082
FBgn0266717	GO:0003682	33	174	0	0.004830917874396135
FBgn0039296	GO:0005783	28	315	2	0.008746355685131196
FBgn0011020	GO:0005783	48	315	1	0.005509641873278237
FBgn0266186	GO:0006887	59	34	8	0.0967741935483871
FBgn0287184	GO:0006887	0	34	0	0.029411764705882353
FBgn0287184	GO:0016746	0	38	0	0.02631578947368421
FBgn0283469	GO:0016746	165	38	0	0.0049261083743842365
FBgn0263933	GO:0007173	105	25	2	0.023076923076923078
FBgn0010438	GO:0007173	50	25	0	0.013333333333333334
FBgn0027497	GO:0012505	17	202	0	0.0045662100456621
FBgn0263930	GO:0012505	218	202	1	0.004761904761904762
FBgn0038890	GO:0005769	6	68	3	0.05405405405405406
FBgn0041103	GO:0005769	1	68	0	0.014492753623188406
FBgn0263738	GO:0070461	21	7	1	0.07142857142857142
FBgn0267728	GO:0070461	4	7	0	0.09090909090909091
FBgn0028325	GO:0006086	51	4	1	0.03636363636363636
FBgn0051217	GO:0006086	7	4	0	0.09090909090909091
FBgn0261109	GO:0005634	31	2250	23	0.01052170100832968
FBgn0045468	GO:0005634	0	2250	0	0.00044444444444444447
FBgn0004959	GO:0008395	9	2	0	0.09090909090909091
FBgn0029733	GO:0008395	38	2	0	0.025
FBgn0000617	GO:0008134	93	30	3	0.032520325203252036
FBgn0041237	GO:0008134	0	30	0	0.03333333333333333
FBgn0261987	GO:0005615	14	685	0	0.001430615164520744
FBgn0038415	GO:0005615	0	685	0	0.00145985401459854
FBgn0016930	GO:0005856	80	52	1	0.015151515151515152
FBgn0010222	GO:0005856	18	52	0	0.014285714285714285
FBgn0284084	GO:0014019	16	20	1	0.05555555555555555
FBgn0034072	GO:0014019	6	20	0	0.038461538461538464
FBgn0263111	GO:0048786	109	27	2	0.022058823529411766
FBgn0014033	GO:0048786	3	27	0	0.03333333333333333
FBgn0035769	GO:0043035	78	20	3	0.04081632653061224
FBgn0003444	GO:0043035	31	20	0	0.0196078431372549
FBgn0262743	GO:0031267	163	109	1	0.007352941176470588
FBgn0053648	GO:0031267	0	109	0	0.009174311926605505
FBgn0262408	GO:0016442	0	99	0	0.010101010101010102
FBgn0030466	GO:0016442	4	99	0	0.009708737864077669
FBgn0000447	GO:0006207	27	8	0	0.02857142857142857
FBgn0033748	GO:0006207	11	8	0	0.05263157894736842
FBgn0037120	GO:0006357	20	615	0	0.0015748031496062992
FBgn0051473	GO:0006357	2	615	0	0.0016207455429497568
FBgn0030389	GO:0005575	1	2646	0	0.00037778617302606723
FBgn0037923	GO:0005575	2	2646	0	0.00037764350453172205
FBgn0000247	GO:0006727	2	21	0	0.043478260869565216
FBgn0010238	GO:0006727	88	21	0	0.009174311926605505
